player_name,rating_2.0,DPR,KAST,Impact,ADR,KPR,total_kills,HS%,total_deaths,KD_ratio,dmgPR,grenade_dmgPR,maps_played,saved_by_teammatePR,saved_teammatesPR,opening_kill_rating,team_W%_after_opening,opening_kill_in_W_rounds,rating_1.0_all_Career,clutches_1on1_ratio,clutches_won_1on1,clutches_won_1on2,clutches_won_1on3,clutches_won_1on4,clutches_won_1on5
anonim_pro,1.0160114,0.6471954,70.19162,1.0519549,74.94676,0.6777705,432.1345,49.841225,2476.0,0.9658992,75.9145,4.9736514,156.0,0.09083794,0.089802675,0.9490333,69.9187,14.012016,0.96776015,1.75,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0158544,0.6498972,69.77632,1.0341767,76.18947,0.6831465,402.16293,49.137074,2406.0,0.9877857,75.368286,4.968779,155.0,0.089470655,0.089216,0.95352554,72.146484,14.4747095,0.9680154,1.9090909,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0059996,0.64583033,69.643326,1.0221075,75.10095,0.67850363,212.69728,49.2328,2505.0,0.9754824,75.697556,4.8373795,161.0,0.0896377,0.090217926,0.9598552,70.8674,14.391524,0.96963054,1.8333334,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0138209,0.65215814,69.65134,1.0349021,75.51019,0.68638337,262.10138,49.74658,2454.0,0.97137344,75.91696,4.9280214,151.0,0.089990124,0.08961902,0.9545618,70.88326,14.6593075,0.9683912,1.9090909,21.0,6.0,1.0,0.0,0.0
anonim_pro,1.0133463,0.6531298,69.88953,1.012446,75.44654,0.68136525,267.59433,49.962566,2527.0,0.98297817,75.22071,5.099043,159.0,0.090557404,0.09080697,0.9556848,70.58238,14.168809,0.96951485,1.75,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0054969,0.64840573,69.75741,1.0151353,75.00633,0.68142897,302.34528,49.83854,2515.0,0.9770821,75.59022,4.88964,151.0,0.08965295,0.08826115,0.9536814,70.28096,14.45051,0.9721443,1.6666666,20.0,5.0,1.0,0.0,0.0
anonim_pro,1.0072123,0.65187466,69.83248,1.0280964,75.96909,0.67636317,398.09085,49.782658,2455.0,0.98067343,76.29338,4.9050345,154.0,0.09073528,0.08863124,0.959111,71.311935,14.612174,0.9700663,1.75,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0078385,0.65075237,69.71096,1.0420225,76.38711,0.6770773,211.40411,48.65305,2473.0,0.98171204,75.26999,4.8778896,154.0,0.09093443,0.09025457,0.9578903,71.26335,14.4162,0.9684156,1.8181819,20.0,5.0,0.0,0.0,0.0
anonim_pro,1.0145217,0.65139014,69.89651,1.0275396,75.55711,0.6793994,292.19827,49.840347,2482.0,0.97113943,74.86246,4.8224673,159.0,0.09090256,0.08869429,0.9558619,71.54396,14.385851,0.97116625,2.0,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0154988,0.65153986,69.52032,1.0397836,75.61935,0.6919088,358.6852,49.838146,2407.0,0.9936242,76.292274,4.837538,156.0,0.08990675,0.09169047,0.9667424,71.44659,14.3403635,0.9666856,1.9090909,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0119133,0.6446811,69.49784,1.0371763,75.837845,0.67756206,249.69928,49.756786,2573.0,0.9720448,75.91709,4.987682,158.0,0.09128281,0.09097616,0.9547862,71.40761,14.176017,0.972158,1.9090909,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0145688,0.64341664,69.86078,1.0382934,75.56927,0.677047,324.72638,49.90127,2430.0,0.9862044,75.34405,4.805451,154.0,0.08967784,0.09055162,0.96082765,71.53167,14.225112,0.9737162,2.0,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0110881,0.654595,69.89742,1.0338957,75.030495,0.6854438,211.63817,49.375248,2547.0,0.9743626,76.15758,4.9366245,157.0,0.09099091,0.090291694,0.9673767,70.90333,14.061204,0.9696866,1.8181819,20.0,5.0,1.0,0.0,0.0
anonim_pro,1.0020583,0.65297735,70.03428,1.0232649,75.06559,0.67766684,322.7574,49.9202,2411.0,0.9822604,76.23873,4.8493114,156.0,0.09116635,0.09176545,0.9645309,71.551994,14.660508,0.9691781,1.8333334,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.007134,0.64614147,69.58035,1.0536338,76.16368,0.6811765,387.16238,49.325306,2489.0,0.97152287,75.997314,4.8831286,153.0,0.08976757,0.08927377,0.97265965,71.74499,14.370681,0.96902144,1.8333334,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0075043,0.6467956,70.053734,1.0441784,74.84035,0.6812459,381.66956,48.893417,2446.0,0.9720859,75.33187,4.939987,158.0,0.08994576,0.090255305,0.9623913,69.718025,14.299936,0.9709136,1.9166666,23.0,6.0,1.0,0.0,0.0
anonim_pro,1.0138638,0.64676,69.38896,1.0301492,76.22573,0.6874631,285.6719,50.02841,2595.0,0.9900833,76.24257,4.814098,159.0,0.09067224,0.08997252,0.96020985,71.36207,14.237027,0.9680105,1.9090909,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0093619,0.6498952,69.73509,1.0423644,76.0163,0.68246174,327.2621,49.91362,2409.0,0.9803627,76.31977,4.9065995,155.0,0.08859562,0.09058394,0.9514466,71.90133,14.257924,0.97335136,1.9090909,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0217664,0.6504638,69.789825,1.0358418,76.76513,0.6776326,385.0112,49.44439,2426.0,0.9797155,75.44628,5.006018,158.0,0.09172286,0.08901786,0.96143264,70.37422,14.220709,0.9712362,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0114312,0.65217125,69.8973,1.0369672,75.7083,0.6785019,341.1287,49.200954,2494.0,0.9832868,75.35375,4.914361,161.0,0.089689344,0.091300644,0.94824255,71.13044,13.946424,0.96994525,1.8333334,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0067313,0.65408796,69.81065,1.0224853,75.74986,0.68219954,282.3819,49.354527,2347.0,0.9884861,75.83811,4.9190583,156.0,0.09068885,0.08929636,0.96126693,69.86331,14.273053,0.9753341,2.090909,23.0,5.0,0.0,0.0,0.0
anonim_pro,1.0009925,0.65256333,69.60802,1.0373272,75.776794,0.6816069,294.2175,49.034424,2572.0,0.9773127,75.33792,4.8546576,157.0,0.08908038,0.089335226,0.9651412,70.784584,14.750281,0.9736768,1.9090909,21.0,6.0,1.0,0.0,0.0
anonim_pro,1.0069124,0.6436212,69.97632,1.0484926,76.07682,0.6803903,273.76953,49.574554,2461.0,0.99198985,75.773994,4.9749875,156.0,0.08870995,0.08945544,0.963727,71.22909,14.560672,0.9684354,2.0,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0047711,0.6531317,70.02612,1.0342695,74.93728,0.6758094,254.3885,48.903263,2444.0,0.9740442,76.15834,4.8914914,162.0,0.089833364,0.08793293,0.9610543,71.64882,14.334826,0.968034,1.9166666,23.0,5.0,1.0,0.0,0.0
anonim_pro,1.010204,0.6507454,69.80537,1.0433352,75.98588,0.68858993,246.05385,49.74319,2517.0,0.98430526,76.54271,4.7654204,155.0,0.08947096,0.08828598,0.95651245,71.24569,14.486468,0.9731716,2.0,22.0,6.0,0.0,0.0,0.0
anonim_pro,0.9996417,0.6534483,69.272125,1.0369468,75.7354,0.680853,416.6255,49.618885,2355.0,0.9841109,75.66605,5.025048,159.0,0.08997829,0.09036069,0.9705968,71.20508,14.3051405,0.9661632,2.0,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0072336,0.6465102,69.68598,1.0081297,75.54886,0.6749021,434.68115,49.888313,2585.0,0.97206235,75.29472,4.7710633,160.0,0.09064931,0.09048608,0.95524824,71.47158,14.487485,0.9726033,1.8333334,22.0,6.0,1.0,0.0,0.0
anonim_pro,1.0054142,0.6487311,69.45122,1.034376,75.61078,0.68409795,331.82452,49.681847,2419.0,0.98302597,76.53571,4.947418,153.0,0.09094527,0.0902644,0.9564148,70.40037,14.250286,0.9661364,2.0,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0196848,0.6474967,69.37171,1.0393302,76.098274,0.68321145,307.66937,49.505978,2557.0,0.9895205,76.96991,4.933684,155.0,0.08861235,0.08914993,0.9741009,71.365845,14.292046,0.9693762,2.0,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0132864,0.64872783,69.63683,1.0349119,75.83415,0.6793252,334.50128,49.699497,2470.0,0.9891401,75.039215,4.8458366,154.0,0.08973179,0.09169495,0.9541494,71.0043,14.085327,0.9723585,1.75,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0135769,0.6533908,69.60474,1.0328934,76.03372,0.67498565,439.684,49.31598,2559.0,0.9754058,76.55379,4.997083,156.0,0.08956671,0.08804655,0.9631858,71.1727,14.33133,0.9686421,1.9090909,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0039823,0.6482246,69.64007,1.0292399,76.809944,0.68159676,393.33276,49.391087,2419.0,0.9827229,75.97846,4.9882884,159.0,0.08877745,0.08922561,0.9670787,70.58221,14.214218,0.96383935,1.75,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0050633,0.64795965,69.62483,1.0419743,74.984726,0.686222,399.00192,49.234215,2527.0,0.9803927,76.70662,4.8727803,159.0,0.08994413,0.09005707,0.9581211,70.96309,14.337561,0.9718729,2.0,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0169084,0.6538535,69.4199,1.0489497,74.91681,0.68525183,195.37466,49.582172,2363.0,0.9822537,75.98469,4.8797717,154.0,0.09138395,0.08951671,0.96526754,71.66083,14.184442,0.97061414,1.8333334,22.0,4.0,0.0,0.0,0.0
anonim_pro,1.0069494,0.65245175,69.29997,1.0231657,76.423065,0.6856791,355.35248,49.30772,2489.0,0.9821965,75.92188,4.9602156,154.0,0.092008024,0.0879141,0.96431774,71.21089,14.285132,0.97287357,2.0,22.0,6.0,1.0,0.0,0.0
anonim_pro,1.0057997,0.6550275,69.9556,1.0198911,76.34938,0.67909336,230.45729,49.346577,2503.0,0.97058076,76.060234,4.8862176,150.0,0.089548394,0.090388075,0.9514046,71.01687,14.122619,0.9648987,1.9166666,23.0,5.0,0.0,0.0,0.0
anonim_pro,1.0116274,0.65205425,69.73558,1.0193224,76.18278,0.68153006,309.58755,49.832645,2471.0,0.97292054,75.4542,4.862084,148.0,0.09023018,0.09079309,0.9625924,70.93502,14.679372,0.9686796,2.3,23.0,6.0,1.0,0.0,0.0
anonim_pro,1.0121151,0.65412116,69.57416,1.0476785,76.48982,0.69025797,254.52014,49.537434,2558.0,0.9791712,75.52053,4.9797077,156.0,0.08962343,0.09052983,0.9542356,70.30969,14.10561,0.96848214,2.0,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0137928,0.6506261,69.9956,1.0326849,76.20259,0.6779657,292.2807,49.2531,2454.0,0.9800123,75.24982,4.78961,153.0,0.09066176,0.08941308,0.9565878,71.72372,14.312117,0.9667401,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.008677,0.6513386,69.89924,1.0488052,75.48575,0.6825101,243.69131,48.905483,2463.0,0.9722708,75.74329,4.898406,157.0,0.08895844,0.08855991,0.9625666,71.20529,14.187095,0.97096264,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0089662,0.65094227,69.97509,1.0109686,75.49445,0.6790925,365.57248,50.20585,2524.0,0.9745182,75.34838,4.798684,163.0,0.08867919,0.08936966,0.9693161,70.32729,14.403754,0.97013223,1.9090909,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0163459,0.646099,69.6234,1.0257211,75.37539,0.6764041,346.5856,50.040146,2493.0,0.9796943,76.158,4.9195094,157.0,0.090162136,0.089454204,0.955318,70.54907,14.243088,0.970085,1.9090909,21.0,6.0,1.0,0.0,0.0
anonim_pro,1.0106322,0.6431088,69.79148,1.0290096,75.35834,0.677663,260.70117,49.719246,2505.0,0.9699736,75.745605,4.889927,150.0,0.0902242,0.09119056,0.9618885,71.052765,14.326542,0.9724172,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0050422,0.64658916,69.656586,1.0433565,75.99019,0.6855637,338.37546,49.021976,2606.0,0.98109317,75.67636,4.8256116,152.0,0.09018855,0.09200451,0.96593565,71.15227,14.070151,0.9686582,1.8333334,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0036122,0.6522431,69.55985,1.0175492,76.3913,0.6823924,269.69293,49.631466,2572.0,0.97831213,75.3493,4.8680754,162.0,0.089965634,0.08887465,0.9616419,71.664696,14.539566,0.971948,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0092849,0.645532,69.59678,1.0337452,75.86707,0.6793821,234.71872,49.256428,2529.0,0.98282766,75.6237,4.9654665,154.0,0.08983545,0.08980672,0.97138417,70.74001,14.373016,0.97314614,1.8333334,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0108815,0.64942425,69.8916,1.0130031,75.855034,0.6741014,350.78436,49.35083,2382.0,0.9798925,75.17186,5.0327005,152.0,0.09024734,0.089683905,0.96352345,71.10859,14.596911,0.9718891,2.2,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0110505,0.64820254,69.669136,1.0443772,76.18814,0.6830245,335.37338,49.270298,2447.0,0.98140275,76.19219,4.9057727,156.0,0.09021665,0.08915691,0.95857996,71.89958,14.266944,0.964351,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.009986,0.6524625,69.63043,1.04441,75.986,0.6849942,372.58224,49.619583,2469.0,0.98889333,75.94836,4.892006,155.0,0.09101177,0.09126894,0.96274465,71.47622,14.191337,0.971519,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0037661,0.64779395,69.77326,1.0365558,75.65651,0.684696,414.0801,49.59177,2443.0,0.97432566,76.89822,4.9992156,157.0,0.09058491,0.091069184,0.9506865,70.51491,14.2177105,0.96926785,1.8181819,20.0,6.0,1.0,0.0,0.0
anonim_pro,1.0137634,0.64864105,69.91732,1.013365,75.5331,0.68359774,372.34137,49.270294,2506.0,0.9895968,75.62079,4.937924,154.0,0.09149794,0.091564156,0.9648184,70.194405,14.336678,0.97211146,1.8333334,22.0,7.0,0.0,0.0,0.0
anonim_pro,1.0060278,0.6535594,69.78568,1.0188231,74.70922,0.6788383,361.26538,49.34737,2456.0,0.9788935,75.557304,4.8336873,156.0,0.08907709,0.091823466,0.9619979,71.56292,13.991788,0.9714497,1.9090909,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0132831,0.64443344,69.637375,1.036295,75.84634,0.6720656,321.89496,49.28093,2461.0,0.9823023,75.18773,4.801728,155.0,0.090630636,0.090017445,0.9596733,72.46458,14.166392,0.9725576,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0032167,0.6481482,69.654724,1.0229471,76.12419,0.68800855,306.82004,49.530228,2356.0,0.9754374,74.86947,5.0269485,154.0,0.090251796,0.0884841,0.9575425,70.79498,13.916563,0.9718628,1.5384616,20.0,5.0,1.0,0.0,0.0
anonim_pro,1.0105666,0.6500466,69.652664,1.0331726,75.62118,0.6816883,353.31848,49.06808,2505.0,0.9709231,75.493744,4.932433,158.0,0.09029049,0.09069801,0.96210706,70.7106,14.22732,0.9669428,2.090909,23.0,5.0,0.0,0.0,0.0
anonim_pro,1.0214388,0.6469982,69.92085,1.0355647,76.192345,0.6806863,246.12103,49.11754,2465.0,0.996643,75.362335,4.933757,155.0,0.089912765,0.08942704,0.96356004,70.91341,14.297454,0.9686999,1.75,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0096213,0.6489554,69.54017,1.0238767,75.5616,0.68189937,311.75604,49.73954,2419.0,0.97386134,75.835434,4.8624077,155.0,0.088879295,0.090570465,0.95719355,72.211655,14.396787,0.9663912,2.0,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0126725,0.6479544,69.56328,1.0279645,76.8173,0.67608297,378.55005,49.24245,2382.0,0.9778826,75.71984,4.9222393,155.0,0.0899446,0.0909446,0.9523871,70.84643,14.36349,0.97581387,2.0,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0101717,0.6532958,70.210075,1.0246686,76.05911,0.6820204,436.74884,49.27064,2556.0,0.96987456,75.38772,4.892757,159.0,0.0900157,0.091027,0.95519924,71.77751,14.270389,0.9700121,1.8181819,20.0,5.0,1.0,0.0,0.0
anonim_pro,1.0081333,0.64789575,69.842354,1.0254976,75.63516,0.6751551,259.23526,49.884834,2423.0,0.98156786,75.36407,4.9820924,155.0,0.089831494,0.08871597,0.9653019,71.08592,14.315682,0.9726924,1.8333334,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.016695,0.6497397,69.97293,1.0160304,75.65301,0.68301207,344.74316,48.99903,2447.0,0.984828,75.531364,4.8498583,156.0,0.09017937,0.09093166,0.9636218,70.14903,14.405403,0.9694463,1.8333334,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0182098,0.64762795,69.74494,1.0367757,75.353455,0.6797494,377.5521,48.947544,2385.0,0.9603416,75.05419,4.994038,152.0,0.08889394,0.09033727,0.97413707,71.33972,14.406798,0.9670344,1.8333334,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0082222,0.65127474,69.66383,1.0466893,75.52209,0.6786293,322.1239,49.796127,2431.0,0.9708115,76.08923,4.866055,156.0,0.0912477,0.09133109,0.96458846,71.48426,14.3519,0.9683306,1.75,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0041467,0.6405663,69.65216,1.02831,75.33726,0.68208736,273.6965,48.928726,2442.0,0.9776475,76.00468,4.982877,162.0,0.09085127,0.090638645,0.9664061,70.5764,14.438461,0.97100204,1.6923077,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0104684,0.6423966,69.61116,1.0306622,75.47177,0.6807458,361.95813,49.27491,2371.0,0.97178036,74.93408,4.964009,151.0,0.09034923,0.08966292,0.95413643,71.72258,14.231746,0.97250265,1.8333334,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0142792,0.64919496,69.82272,1.0162725,75.992096,0.66942203,372.39862,49.7964,2445.0,0.9800843,74.48572,4.7715054,152.0,0.08980665,0.09026028,0.96646255,71.34991,14.6085415,0.9667822,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0175852,0.6480032,69.68806,1.0327569,75.636536,0.6813541,243.986,49.674076,2417.0,0.9870666,76.1532,5.0106854,159.0,0.090304025,0.0896729,0.96100914,71.78837,14.406898,0.97174644,1.75,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0071354,0.64605415,69.753296,1.0361761,76.67185,0.678666,336.65338,49.26258,2492.0,0.97537243,76.40963,4.8392167,157.0,0.0906754,0.0899124,0.97056365,71.73587,14.361437,0.9735126,1.9090909,21.0,5.0,1.0,0.0,0.0
anonim_pro,1.0205605,0.6535224,69.54411,1.0378819,75.602165,0.6721091,204.79369,49.23718,2515.0,0.98169196,75.76542,4.874272,157.0,0.08983201,0.0923971,0.95648706,70.45873,14.264874,0.9706792,1.75,21.0,6.0,1.0,0.0,0.0
anonim_pro,1.0033433,0.65016276,69.52746,1.0431478,75.39522,0.67977256,228.57013,49.211487,2377.0,0.98922354,75.98086,4.8800044,156.0,0.0905344,0.08877126,0.9591951,71.568855,14.1572,0.9708677,2.0,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0044614,0.653004,69.88342,1.0319915,75.93518,0.68001765,389.5131,49.805653,2514.0,0.9745394,75.030396,4.8499403,151.0,0.09011913,0.09007539,0.9577819,72.38498,14.33147,0.9681989,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0104158,0.6543034,69.741646,1.0538391,75.499725,0.6825001,308.60318,49.791027,2528.0,0.977586,76.087166,4.9407687,159.0,0.08974211,0.08883648,0.96056104,71.05267,14.31015,0.97445023,1.8333334,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0155021,0.6501865,69.653625,1.0236512,75.3088,0.6865961,326.6172,49.281315,2481.0,0.97745824,75.409164,4.9949164,156.0,0.09198452,0.088330224,0.962914,71.08953,13.948151,0.96931785,1.8181819,20.0,6.0,1.0,0.0,0.0
anonim_pro,0.9990955,0.64816934,69.67999,1.0369525,76.3501,0.67865217,258.11133,48.915813,2685.0,0.9741712,75.51996,4.950085,152.0,0.09077334,0.091373205,0.94658196,71.87747,14.002344,0.96825135,1.6923077,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0077363,0.6489908,69.66399,1.0289544,75.4591,0.6839083,313.80405,49.905895,2438.0,0.9783471,75.813576,4.9160933,158.0,0.08971041,0.08774027,0.9656684,71.73339,14.52002,0.9739771,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0000398,0.6534195,69.90047,1.0257463,75.26167,0.6796098,287.3317,49.40855,2421.0,0.9819965,75.725655,4.8984876,155.0,0.09065956,0.09186467,0.9652423,69.979935,14.227411,0.97083545,2.0,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0148709,0.6536278,69.50012,1.023062,76.861534,0.6795681,359.1925,49.838676,2465.0,0.977401,75.85405,4.8419437,151.0,0.08922947,0.090872675,0.9612907,70.699814,14.775462,0.9734439,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0131198,0.6518923,69.666084,1.0398935,75.53259,0.6796573,367.69012,49.685795,2548.0,0.9758833,74.77497,4.8996916,154.0,0.090474434,0.088894464,0.9579645,70.632,14.323511,0.9701585,1.75,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0190644,0.65427285,69.72316,1.0172251,75.26439,0.6824689,247.19376,49.857018,2528.0,0.9714037,76.0273,4.9376736,154.0,0.08994708,0.08763664,0.96023625,70.58907,14.404284,0.97309947,1.8333334,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.010258,0.6499819,69.78374,1.0481724,75.75541,0.6800641,313.28836,49.808613,2485.0,0.97858584,75.49532,4.894489,156.0,0.089396834,0.09042184,0.9564879,71.625305,14.81438,0.9733539,2.0,22.0,5.0,0.0,0.0,0.0
anonim_pro,1.0083216,0.64917094,69.69096,1.0375403,75.60263,0.6789927,286.37552,49.002426,2512.0,0.98179096,75.42367,4.8900456,157.0,0.08968885,0.08832488,0.96212435,71.506584,14.313334,0.9683744,1.9090909,21.0,5.0,0.0,0.0,0.0
anonim_pro,1.0225655,0.64901495,69.74599,1.0189848,75.86265,0.683465,265.323,49.54382,2455.0,0.9756739,76.01364,5.0972476,155.0,0.09001092,0.09040867,0.96859723,71.48909,14.344078,0.9655442,1.6666666,20.0,6.0,0.0,0.0,0.0
anonim_pro,1.0162938,0.64862204,69.57583,1.0462848,74.28088,0.6851634,252.73238,49.69077,2405.0,0.9935714,75.74794,4.927832,154.0,0.08986041,0.090049885,0.9670735,71.21362,14.148093,0.97206813,1.9090909,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0093296,0.6521505,69.76395,1.0394301,76.58907,0.6814373,309.1773,49.506607,2560.0,0.9874498,75.93429,4.8398457,157.0,0.090117656,0.08989544,0.9543864,72.4683,14.181965,0.9704382,1.8333334,22.0,6.0,1.0,0.0,0.0
anonim_pro,1.0076079,0.64760494,69.63647,1.0281537,75.34,0.68337184,331.95395,48.80902,2505.0,0.97868246,75.472725,4.785002,158.0,0.08855496,0.09061279,0.95405376,71.78162,13.98835,0.972027,2.0,22.0,6.0,0.0,0.0,0.0
anonim_pro,1.0197823,0.65015614,69.59806,1.0176753,75.819565,0.6735283,350.55313,48.854813,2403.0,0.97147083,75.81182,4.778328,155.0,0.09044747,0.09261915,0.95237607,71.17862,14.00704,0.97076124,1.75,21.0,6.0,0.0,0.0,0.0
anonim_pro,1.0087689,0.64701295,69.73369,1.0237441,76.8266,0.67513853,359.32587,49.56632,2534.0,0.976145,75.03299,4.822489,162.0,0.090338126,0.09023371,0.95443594,70.91141,14.259878,0.96806467,1.6923077,22.0,5.0,1.0,0.0,0.0
anonim_pro,0.99947387,0.64747924,69.66813,1.0512743,75.93451,0.68744314,222.42491,49.76615,2434.0,0.97232366,75.527756,4.9799967,147.0,0.090766184,0.091683805,0.9682594,72.42932,14.05418,0.96810544,2.090909,23.0,5.0,1.0,0.0,0.0
anonim_pro,1.0055227,0.65122396,69.998726,1.0195818,76.38485,0.6891195,307.84247,49.841522,2420.0,0.9825983,75.75547,5.008001,156.0,0.08893024,0.089777246,0.9598418,69.58937,14.402519,0.96664965,2.0,22.0,5.0,1.0,0.0,0.0
anonim_pro,1.0114539,0.6504918,69.578735,1.0221578,76.219955,0.6713286,344.12933,49.922672,2469.0,0.9798302,74.9775,4.8746147,153.0,0.0905915,0.09112183,0.96727943,70.54886,14.586092,0.96922976,2.0,22.0,5.0,1.0,0.0,0.0
