nodeId,x,y,type,posName
122,0.4448441247002398,0.24019607843137253,path,under
123,0.4448441247002398,0.19117647058823528,path,under
124,0.45083932853717024,0.13602941176470587,path,sec_mid
125,0.5059952038369304,0.13602941176470587,path,sec_mid
126,0.4556354916067146,0.10049019607843136,path,sec_mid
127,0.5779376498800959,0.0,path,sec_mid_aps
128,0.5107913669064748,0.0,path,sec_mid_aps
129,0.4556354916067146,0.0,path,sec_mid_aps
130,0.4556354916067146,0.051470588235294115,path,sec_mid_aps
131,0.3884892086330935,0.13602941176470587,path,sec_mid
132,0.31654676258992803,0.13602941176470587,path,sec_mid
133,0.24460431654676257,0.13602941176470587,path,sec_mid
134,0.19424460431654675,0.13602941176470587,path,sec_mid
135,0.19424460431654675,0.19117647058823528,path,sec_mid
136,0.19424460431654675,0.23774509803921567,path,t_ramp
137,0.2398081534772182,0.23774509803921567,path,t_aps
138,0.2398081534772182,0.19117647058823528,path,t_aps
139,0.2829736211031175,0.19117647058823528,path,t_aps
140,0.2829736211031175,0.1715686274509804,path,t_aps
141,0.2829736211031175,0.09313725490196077,path,sec_mid_aps
142,0.2829736211031175,0.051470588235294115,path,sec_mid_aps
143,0.3764988009592326,0.051470588235294115,path,sec_mid_aps
144,0.14388489208633093,0.09068627450980392,path,t_spawn
145,0.021582733812949617,0.1299019607843137,path,t_spawn
146,0.0767386091127098,0.1299019607843137,path,t_spawn
147,0.0767386091127098,0.09068627450980392,path,t_spawn
148,0.3333333333333333,0.375,path,t_ramp
149,0.2829736211031175,0.23774509803921567,path,t_aps
150,0.328537170263789,0.23774509803921567,path,t_aps
151,0.328537170263789,0.19852941176470587,path,t_aps
152,0.37410071942446044,0.23774509803921567,path,t_aps
153,0.37410071942446044,0.18627450980392157,path,t_aps
154,0.42446043165467623,0.18627450980392157,path,t_aps
155,0.8752997601918465,0.303921568627451,path,a
156,0.8752997601918465,0.25735294117647056,path,a
157,0.8177458033573142,0.303921568627451,path,a
158,0.38369304556354916,0.9338235294117646,path,b
159,0.8561151079136691,0.33088235294117646,path,a
160,0.4940047961630695,0.6813725490196078,action,banana
161,0.5515587529976019,0.6323529411764706,action,banana
162,0.4892086330935252,0.7794117647058824,action,b
163,0.4412470023980815,0.7794117647058824,action,b
164,0.38369304556354916,0.8112745098039216,action,b
165,0.38369304556354916,0.8872549019607843,action,b
166,0.460431654676259,0.9338235294117646,action,b
167,0.7170263788968825,0.4607843137254902,action,a_long
168,0.5263788968824941,0.8897058823529411,action,b
169,0.894484412470024,0.20833333333333331,action,a
170,0.8705035971223022,0.20833333333333331,action,a
171,0.8513189448441247,0.23529411764705882,action,a
172,0.8177458033573142,0.22058823529411764,action,a
173,0.8177458033573142,0.27205882352941174,action,a
174,0.8393285371702638,0.29166666666666663,action,a
175,0.9616306954436451,0.39705882352941174,action,a_long
176,0.709832134292566,0.1446078431372549,action,short
177,0.7529976019184652,0.1446078431372549,action,short
178,0.8177458033573142,0.33088235294117646,action,a
179,0.9688249400479616,0.22794117647058823,action,graveyard
180,0.6235011990407674,0.8186274509803921,action,ct
