gX,gY
586.2068965517242,34.482758620689765
586.2068965517242,551.7241379310346
586.2068965517242,724.1379310344828
586.2068965517242,1931.034482758621
586.2068965517242,2103.4482758620693
586.2068965517242,2448.2758620689656
586.2068965517242,2620.689655172414
586.2068965517242,2793.1034482758623
586.2068965517242,2965.5172413793107
586.2068965517242,3482.758620689656
758.6206896551726,-655.1724137931035
758.6206896551726,-482.7586206896551
758.6206896551726,-310.34482758620686
758.6206896551726,-137.9310344827586
758.6206896551726,34.482758620689765
758.6206896551726,206.8965517241379
758.6206896551726,379.3103448275863
758.6206896551726,551.7241379310346
758.6206896551726,1931.034482758621
758.6206896551726,2103.4482758620693
758.6206896551726,2275.862068965517
758.6206896551726,2448.2758620689656
758.6206896551726,2620.689655172414
758.6206896551726,2793.1034482758623
758.6206896551726,2965.5172413793107
758.6206896551726,3137.931034482759
758.6206896551726,3482.758620689656
931.0344827586209,-655.1724137931035
931.0344827586209,-482.7586206896551
931.0344827586209,-310.34482758620686
931.0344827586209,-137.9310344827586
931.0344827586209,34.482758620689765
931.0344827586209,206.8965517241379
931.0344827586209,379.3103448275863
931.0344827586209,551.7241379310346
931.0344827586209,1931.034482758621
931.0344827586209,2103.4482758620693
931.0344827586209,2620.689655172414
931.0344827586209,2793.1034482758623
931.0344827586209,3137.931034482759
931.0344827586209,3310.3448275862074
931.0344827586209,3482.758620689656
1103.4482758620693,-655.1724137931035
1103.4482758620693,-137.9310344827586
1103.4482758620693,34.482758620689765
1103.4482758620693,551.7241379310346
1103.4482758620693,2620.689655172414
1103.4482758620693,2793.1034482758623
1103.4482758620693,2965.5172413793107
1103.4482758620693,3137.931034482759
1275.8620689655172,-655.1724137931035
1275.8620689655172,-482.7586206896551
1275.8620689655172,-310.34482758620686
1275.8620689655172,-137.9310344827586
1275.8620689655172,34.482758620689765
1275.8620689655172,206.8965517241379
1275.8620689655172,379.3103448275863
1275.8620689655172,551.7241379310346
1275.8620689655172,1241.379310344828
1275.8620689655172,2620.689655172414
1275.8620689655172,2793.1034482758623
1275.8620689655172,2965.5172413793107
1275.8620689655172,3137.931034482759
1448.2758620689656,-310.34482758620686
1448.2758620689656,-137.9310344827586
1448.2758620689656,34.482758620689765
1448.2758620689656,206.8965517241379
1448.2758620689656,379.3103448275863
1448.2758620689656,551.7241379310346
1448.2758620689656,724.1379310344828
1448.2758620689656,896.5517241379312
1448.2758620689656,1068.9655172413795
1448.2758620689656,1241.379310344828
1448.2758620689656,2793.1034482758623
1448.2758620689656,2965.5172413793107
1620.689655172414,-310.34482758620686
1620.689655172414,-137.9310344827586
1620.689655172414,34.482758620689765
1620.689655172414,1068.9655172413795
1620.689655172414,1241.379310344828
1620.689655172414,1758.6206896551726
1620.689655172414,1931.034482758621
1620.689655172414,2103.4482758620693
1620.689655172414,2275.862068965517
1620.689655172414,2448.2758620689656
1620.689655172414,2620.689655172414
1620.689655172414,2793.1034482758623
1620.689655172414,2965.5172413793107
1793.1034482758623,-310.34482758620686
1793.1034482758623,-137.9310344827586
1793.1034482758623,34.482758620689765
1793.1034482758623,206.8965517241379
1793.1034482758623,379.3103448275863
1793.1034482758623,551.7241379310346
1793.1034482758623,1068.9655172413795
1793.1034482758623,1241.379310344828
1793.1034482758623,1413.7931034482758
1793.1034482758623,1586.2068965517242
1793.1034482758623,1758.6206896551726
1793.1034482758623,1931.034482758621
1793.1034482758623,2448.2758620689656
1793.1034482758623,2620.689655172414
1793.1034482758623,2793.1034482758623
1793.1034482758623,2965.5172413793107
1965.5172413793107,-137.9310344827586
1965.5172413793107,34.482758620689765
1965.5172413793107,206.8965517241379
1965.5172413793107,379.3103448275863
1965.5172413793107,551.7241379310346
1965.5172413793107,724.1379310344828
1965.5172413793107,1068.9655172413795
1965.5172413793107,1241.379310344828
1965.5172413793107,1758.6206896551726
1965.5172413793107,1931.034482758621
1965.5172413793107,2275.862068965517
1965.5172413793107,2448.2758620689656
1965.5172413793107,2620.689655172414
1965.5172413793107,2793.1034482758623
1965.5172413793107,2965.5172413793107
2137.931034482759,-482.7586206896551
2137.931034482759,-310.34482758620686
2137.931034482759,-137.9310344827586
2137.931034482759,34.482758620689765
2137.931034482759,206.8965517241379
2137.931034482759,379.3103448275863
2137.931034482759,551.7241379310346
2137.931034482759,724.1379310344828
2137.931034482759,1068.9655172413795
2137.931034482759,1241.379310344828
2137.931034482759,1758.6206896551726
2137.931034482759,2275.862068965517
2137.931034482759,2448.2758620689656
2137.931034482759,2620.689655172414
2137.931034482759,2793.1034482758623
2310.3448275862074,-482.7586206896551
2310.3448275862074,-310.34482758620686
2310.3448275862074,-137.9310344827586
2310.3448275862074,34.482758620689765
2310.3448275862074,206.8965517241379
2310.3448275862074,379.3103448275863
2310.3448275862074,551.7241379310346
2310.3448275862074,724.1379310344828
2310.3448275862074,896.5517241379312
2310.3448275862074,1068.9655172413795
2310.3448275862074,1413.7931034482758
2310.3448275862074,1586.2068965517242
2310.3448275862074,1758.6206896551726
2310.3448275862074,1931.034482758621
2310.3448275862074,2103.4482758620693
2310.3448275862074,2275.862068965517
2310.3448275862074,2448.2758620689656
2310.3448275862074,2620.689655172414
2482.758620689656,-482.7586206896551
2482.758620689656,-310.34482758620686
2482.758620689656,-137.9310344827586
2482.758620689656,34.482758620689765
2482.758620689656,206.8965517241379
2482.758620689656,379.3103448275863
2482.758620689656,551.7241379310346
2482.758620689656,896.5517241379312
2482.758620689656,1068.9655172413795
2482.758620689656,1241.379310344828
2482.758620689656,1413.7931034482758
2482.758620689656,1931.034482758621
2482.758620689656,2103.4482758620693
2482.758620689656,2275.862068965517
2655.1724137931033,-482.7586206896551
2655.1724137931033,-310.34482758620686
2655.1724137931033,34.482758620689765
2655.1724137931033,206.8965517241379
2655.1724137931033,1241.379310344828
